"date","Area_Name","Area_Type","Mortgage Affordability Index","Deposit Affordability Index","Rent Affordability Index"
2013-06-30,"Ruapehu District","TA",1.1336,1.0694,0.9979
2013-06-30,"Selwyn District","TA",0.9866,0.9307,0.9756
2013-06-30,"South Taranaki District","TA",1.1359,1.0716,1.0904
2013-06-30,"South Waikato District","TA",1.1423,1.0776,1.025
2013-06-30,"South Wairarapa District","TA",1.187,1.1198,1.0857
2013-06-30,"Southland District","TA",1.1827,1.1157,1.126
2013-06-30,"Stratford District","TA",1.0473,0.988,0.9706
2013-06-30,"Tararua District","TA",1.0582,0.9983,1.0756
2013-06-30,"Tasman District","TA",1.0752,1.0143,1.0193
2013-06-30,"Taupo District","TA",1.0859,1.0244,1.0086
2013-06-30,"Tauranga City","TA",1.0808,1.0196,1.0136
2013-06-30,"Thames Coromandel District","TA",1.0789,1.0179,1.0168
2013-06-30,"Timaru District","TA",1.0329,0.9744,0.9732
2013-06-30,"Upper Hutt City","TA",1.0665,1.0061,1.0233
2013-06-30,"Waikato District","TA",1.0621,1.002,1.0092
2013-06-30,"Waimakariri District","TA",1.0212,0.9634,0.9971
2013-06-30,"Waimate District","TA",1.0068,0.9498,0.9659
2013-06-30,"Waipa District","TA",1.0387,0.9799,1.0168
2013-06-30,"Wairoa District","TA",1.1515,1.0863,1.0012
2013-06-30,"Waitaki District","TA",1.1184,1.0551,1.0069
2013-06-30,"Waitomo District","TA",1.101,1.0387,0.9783
2013-06-30,"Wellington City","TA",1.0568,0.997,1.0532
2013-06-30,"Western Bay of Plenty District","TA",1.0885,1.0268,1.0098
2013-06-30,"Westland District","TA",1.07,1.0094,1.0507
2013-06-30,"Whakatane District","TA",1.1153,1.0522,1.0575
2013-06-30,"Whanganui District","TA",1.0683,1.0078,1.0555
2013-06-30,"Whangarei District","TA",1.0848,1.0234,1.0207
2013-06-30,"Auckland","Reg",0.9373,0.8842,0.997
2013-06-30,"Bay of Plenty","Reg",1.0843,1.0229,1.0228
2013-06-30,"Canterbury","Reg",0.9962,0.9398,0.947
2013-06-30,"Gisborne","Reg",1.0847,1.0233,1.0212
2013-06-30,"Hawke's Bay","Reg",1.0594,0.9995,1.0307
2013-06-30,"Manawatu-Wanganui","Reg",1.0668,1.0064,1.0174
2013-06-30,"Marlborough","Reg",1.0559,0.9961,1.0178
2013-06-30,"Nelson","Reg",1.0706,1.01,1.0336
2013-06-30,"Northland","Reg",1.072,1.0113,1.0285
2013-06-30,"Otago","Reg",1.0525,0.9929,1.1183
2013-06-30,"Southland","Reg",1.1195,1.0561,1.0272
2013-06-30,"Taranaki","Reg",1.0625,1.0023,1.0371
2013-06-30,"Tasman","Reg",1.0752,1.0143,1.0197
2013-06-30,"Waikato","Reg",1.0569,0.997,1.0105
2013-06-30,"Wellington","Reg",1.0669,1.0065,1.0495
2013-06-30,"West Coast","Reg",1.1061,1.0435,1.0869
2013-09-30,"Ashburton District","TA",0.9531,0.939,0.99
2013-09-30,"Buller District","TA",1.0888,1.0726,1.1795
2013-09-30,"Carterton District","TA",0.979,0.9645,1.0012
2013-09-30,"Central Hawkes Bay District","TA",1.1752,1.1577,1.0622
2013-09-30,"Central Otago District","TA",1.002,0.9871,1.0418
2013-09-30,"Christchurch City","TA",0.9065,0.893,0.9218
2013-09-30,"Clutha District","TA",0.9762,0.9617,1.0558
2013-09-30,"Dunedin City","TA",1.0087,0.9938,1.1699
2013-09-30,"Far North District","TA",1.0856,1.0695,1.0435
2013-09-30,"Gisborne District","TA",1.0226,1.0074,1.0441
2013-09-30,"Gore District","TA",1.1229,1.1062,0.9956
2013-09-30,"Grey District","TA",1.0285,1.0132,1.053
2013-09-30,"Hamilton City","TA",0.975,0.9605,1.0057
2013-09-30,"Hastings District","TA",1.0055,0.9905,1.0437
2013-09-30,"Hauraki District","TA",1.0501,1.0345,1.0272
2013-09-30,"Horowhenua District","TA",1.0591,1.0434,1.0235
2013-09-30,"Hurunui District","TA",0.949,0.9349,0.9956
2013-09-30,"Invercargill City","TA",1.0631,1.0473,1.0216
2013-09-30,"Kaikoura District","TA",1.0173,1.0021,1.0315
2013-09-30,"Kaipara District","TA",0.984,0.9694,1.0485
2013-09-30,"Kapiti Coast District","TA",1.0231,1.0079,0.9952
2013-09-30,"Kawerau District","TA",1.1482,1.1311,1.0252
2013-09-30,"Hutt City","TA",1.0214,1.0062,1.0288
2013-09-30,"MacKenzie District","TA",0.9961,0.9813,1.0432
2013-09-30,"Manawatu District","TA",1.0504,1.0348,1.0034
2013-09-30,"Marlborough District","TA",1.0268,1.0115,1.0078
2013-09-30,"Masterton District","TA",1.0651,1.0493,1.0134
2013-09-30,"Matamata Piako District","TA",1.0399,1.0245,1.0237
2013-09-30,"Napier City","TA",1.0163,1.0012,1.0338
2013-09-30,"Nelson City","TA",1.0278,1.0125,1.0482
2013-09-30,"New Plymouth District","TA",1.009,0.994,1.0126
2013-09-30,"New Zealand","NZ",0.9342,0.9203,1.0174
2013-09-30,"Opotiki District","TA",1.086,1.0699,1.1159
2013-09-30,"Otorohanga District","TA",0.9197,0.906,1.0346
2013-09-30,"Palmerston North City","TA",1.0123,0.9972,1.0009
2013-09-30,"Porirua City","TA",1.0331,1.0177,1.0614
2013-09-30,"Queenstown Lakes District","TA",1.0132,0.9981,1.0299
2013-09-30,"Rangitikei District","TA",1.1125,1.096,1.0566
2013-09-30,"Rotorua District","TA",1.0586,1.0429,1.02
2013-09-30,"Ruapehu District","TA",1.109,1.0925,0.999
2013-09-30,"Selwyn District","TA",0.9296,0.9158,0.9674
2013-09-30,"South Taranaki District","TA",1.0456,1.0301,1.0625
2013-09-30,"South Waikato District","TA",1.083,1.0669,1.0014
2013-09-30,"South Wairarapa District","TA",1.1091,1.0926,1.0638
2013-09-30,"Southland District","TA",1.1612,1.1439,1.1266
2013-09-30,"Stratford District","TA",0.9983,0.9834,0.9962
2013-09-30,"Tararua District","TA",1.0499,1.0343,1.0837
2013-09-30,"Tasman District","TA",1.0014,0.9865,1.0194
2013-09-30,"Taupo District","TA",1.0311,1.0158,1.0236
2013-09-30,"Tauranga City","TA",1.0332,1.0178,1.024
2013-09-30,"Thames Coromandel District","TA",1.0238,1.0086,1.0139
2013-09-30,"Timaru District","TA",0.9743,0.9598,1.0009
2013-09-30,"Upper Hutt City","TA",1.0389,1.0234,1.0383
2013-09-30,"Waikato District","TA",0.9862,0.9716,1.0194
2013-09-30,"Waimakariri District","TA",0.9812,0.9666,0.9652
2013-09-30,"Waimate District","TA",0.9619,0.9476,0.8676
2013-09-30,"Waipa District","TA",0.9792,0.9647,1.0202
2013-09-30,"Wairoa District","TA",1.1385,1.1216,0.9667
2013-09-30,"Waitaki District","TA",1.0846,1.0685,1.0022
2013-09-30,"Waitomo District","TA",1.0326,1.0172,0.9654
2013-09-30,"Wellington City","TA",1.0139,0.9988,1.0594
2013-09-30,"Western Bay of Plenty District","TA",1.0531,1.0375,1.0243
2013-09-30,"Westland District","TA",1.0454,1.0299,1.0579
2013-09-30,"Whakatane District","TA",1.0911,1.0749,1.034
2013-09-30,"Whanganui District","TA",1.0172,1.002,1.0314
2013-09-30,"Whangarei District","TA",1.0372,1.0218,1.0276
2013-09-30,"Auckland","Reg",0.8588,0.846,1.0022
2013-09-30,"Bay of Plenty","Reg",1.0432,1.0277,1.0272
2013-09-30,"Canterbury","Reg",0.9341,0.9202,0.9353
2013-09-30,"Gisborne","Reg",1.0226,1.0074,1.0441
2013-09-30,"Hawke's Bay","Reg",1.0213,1.0061,1.041
2013-09-30,"Manawatu-Wanganui","Reg",1.0261,1.0109,1.0136
2013-09-30,"Marlborough","Reg",1.0268,1.0115,1.0078
2013-09-30,"Nelson","Reg",1.0278,1.0125,1.0482
2013-09-30,"Northland","Reg",1.0512,1.0356,1.0372
2013-09-30,"Otago","Reg",1.0124,0.9973,1.1364
2013-09-30,"Southland","Reg",1.0927,1.0765,1.0375
2013-09-30,"Taranaki","Reg",1.0115,0.9965,1.0186
2013-09-30,"Tasman","Reg",1.0014,0.9865,1.0198
2013-09-30,"Waikato","Reg",0.9984,0.9835,1.0129
2013-09-30,"Wellington","Reg",1.0238,1.0086,1.0527
2013-09-30,"West Coast","Reg",1.0835,1.0673,1.0888
2013-12-31,"Ashburton District","TA",0.9248,0.9359,0.963
2013-12-31,"Buller District","TA",1.1112,1.1246,1.1765
2013-12-31,"Carterton District","TA",0.978,0.9897,0.9758
2013-12-31,"Central Hawkes Bay District","TA",1.1237,1.1372,1.0562
2013-12-31,"Central Otago District","TA",0.9923,1.0042,0.9799
2013-12-31,"Christchurch City","TA",0.88,0.8906,0.9212
2013-12-31,"Clutha District","TA",1.0052,1.0173,1.0345
2013-12-31,"Dunedin City","TA",0.9849,0.9968,1.1199
2013-12-31,"Far North District","TA",1.0564,1.0691,1.0409
2013-12-31,"Gisborne District","TA",1.0045,1.0166,1.0393
2013-12-31,"Gore District","TA",1.0725,1.0854,1.0373
2013-12-31,"Grey District","TA",0.9823,0.994,0.9932
2013-12-31,"Hamilton City","TA",0.9429,0.9542,1.0091
2013-12-31,"Hastings District","TA",1.0009,1.0129,1.0362
2013-12-31,"Hauraki District","TA",1.0328,1.0452,1.0287
2013-12-31,"Horowhenua District","TA",1.0379,1.0503,1.0186
2013-12-31,"Hurunui District","TA",0.9364,0.9477,0.9628
2013-12-31,"Invercargill City","TA",1.0406,1.0531,1.0073
2013-12-31,"Kaikoura District","TA",0.9326,0.9438,0.9818
2013-12-31,"Kaipara District","TA",0.9581,0.9696,1.0572
2013-12-31,"Kapiti Coast District","TA",0.9923,1.0042,0.9968
2013-12-31,"Kawerau District","TA",1.1156,1.129,1.0216
2013-12-31,"Hutt City","TA",0.9878,0.9996,1.0342
2013-12-31,"MacKenzie District","TA",0.928,0.9392,1.062
2013-12-31,"Manawatu District","TA",1.033,1.0454,1.0042
2013-12-31,"Marlborough District","TA",1.0095,1.0216,1.0155
2013-12-31,"Masterton District","TA",1.023,1.0353,1.0041
2013-12-31,"Matamata Piako District","TA",1.0023,1.0144,1.0225
2013-12-31,"Napier City","TA",0.9996,1.0116,1.0285
2013-12-31,"Nelson City","TA",0.994,1.0059,1.0425
2013-12-31,"New Plymouth District","TA",0.9797,0.9914,1.0135
2013-12-31,"New Zealand","NZ",0.9092,0.9201,1.0162
2013-12-31,"Opotiki District","TA",1.0902,1.1033,1.1406
2013-12-31,"Otorohanga District","TA",1.0439,1.0564,1.0154
2013-12-31,"Palmerston North City","TA",0.9991,1.0111,0.992
2013-12-31,"Porirua City","TA",1.0267,1.0391,1.0582
2013-12-31,"Queenstown Lakes District","TA",0.948,0.9594,1.0267
2013-12-31,"Rangitikei District","TA",1.0902,1.1033,1.0541
2013-12-31,"Rotorua District","TA",1.0248,1.0371,1.0191
2013-12-31,"Ruapehu District","TA",1.0387,1.0511,1.1066
2013-12-31,"Selwyn District","TA",0.9062,0.9171,0.9392
2013-12-31,"South Taranaki District","TA",1.0616,1.0744,1.0663
2013-12-31,"South Waikato District","TA",1.0304,1.0428,1.0237
2013-12-31,"South Wairarapa District","TA",1.0531,1.0657,1.0283
2013-12-31,"Southland District","TA",1.1575,1.1714,1.1065
2013-12-31,"Stratford District","TA",1.0351,1.0476,1.0341
2013-12-31,"Tararua District","TA",1.0274,1.0397,1.0739
2013-12-31,"Tasman District","TA",0.9964,1.0083,1.0187
2013-12-31,"Taupo District","TA",1.0727,1.0856,1.0229
2013-12-31,"Tauranga City","TA",1.0164,1.0286,1.0102
2013-12-31,"Thames Coromandel District","TA",1.0086,1.0207,1.0175
2013-12-31,"Timaru District","TA",0.9588,0.9703,1.0027
2013-12-31,"Upper Hutt City","TA",1.0051,1.0171,1.0515
2013-12-31,"Waikato District","TA",0.9594,0.9709,1.042
2013-12-31,"Waimakariri District","TA",0.9404,0.9517,0.9822
2013-12-31,"Waimate District","TA",0.922,0.9331,0.94
2013-12-31,"Waipa District","TA",0.947,0.9584,1.0303
2013-12-31,"Wairoa District","TA",1.0945,1.1077,1.0087
2013-12-31,"Waitaki District","TA",1.0517,1.0643,1.0061
2013-12-31,"Waitomo District","TA",0.9568,0.9682,1.0085
2013-12-31,"Wellington City","TA",0.9819,0.9937,1.0529
2013-12-31,"Western Bay of Plenty District","TA",1.0156,1.0278,1.0408
2013-12-31,"Westland District","TA",0.983,0.9948,1.0532
2013-12-31,"Whakatane District","TA",1.0698,1.0826,1.0467
2013-12-31,"Whanganui District","TA",1.033,1.0454,1.0674
2013-12-31,"Whangarei District","TA",1.0181,1.0303,1.0277
2013-12-31,"Auckland","Reg",0.8353,0.8453,1.0061
2013-12-31,"Bay of Plenty","Reg",1.0241,1.0364,1.0226
2013-12-31,"Canterbury","Reg",0.909,0.9199,0.9331
2013-12-31,"Gisborne","Reg",1.0045,1.0166,1.0393
2013-12-31,"Hawke's Bay","Reg",1.0086,1.0207,1.0335
2013-12-31,"Manawatu-Wanganui","Reg",1.0194,1.0317,1.0132
2013-12-31,"Marlborough","Reg",1.0095,1.0216,1.0155
2013-12-31,"Nelson","Reg",0.994,1.0059,1.0425
2013-12-31,"Northland","Reg",1.0281,1.0404,1.0375
2013-12-31,"Otago","Reg",0.972,0.9837,1.1092
2013-12-31,"Southland","Reg",1.0706,1.0834,1.0277
2013-12-31,"Taranaki","Reg",0.9878,0.9997,1.0218
2013-12-31,"Tasman","Reg",0.9964,1.0083,1.0191
2013-12-31,"Waikato","Reg",0.9827,0.9945,1.0193
2013-12-31,"Wellington","Reg",0.9921,1.004,1.0489
2013-12-31,"West Coast","Reg",1.0387,1.0512,1.049
2014-03-31,"Ashburton District","TA",0.8913,0.9341,0.967
2014-03-31,"Buller District","TA",0.9907,1.0382,1.1567
2014-03-31,"Carterton District","TA",0.9568,1.0028,0.9986
2014-03-31,"Central Hawkes Bay District","TA",1.0469,1.0972,1.0302
2014-03-31,"Central Otago District","TA",0.9603,1.0064,0.9954
2014-03-31,"Christchurch City","TA",0.8608,0.9022,0.9011
2014-03-31,"Clutha District","TA",0.9952,1.043,1.0247
2014-03-31,"Dunedin City","TA",0.9515,0.9972,1.0004
2014-03-31,"Far North District","TA",1.0599,1.1108,1.0456
2014-03-31,"Gisborne District","TA",1.0149,1.0637,1.0455
2014-03-31,"Gore District","TA",1.0576,1.1084,1.0229
2014-03-31,"Grey District","TA",0.9222,0.9665,1.0347
2014-03-31,"Hamilton City","TA",0.9069,0.9504,0.9952
2014-03-31,"Hastings District","TA",0.9704,1.017,1.0286
2014-03-31,"Hauraki District","TA",1.007,1.0554,1.0565
2014-03-31,"Horowhenua District","TA",0.9728,1.0195,1.0309
2014-03-31,"Hurunui District","TA",0.9369,0.9819,1.0125
2014-03-31,"Invercargill City","TA",0.9715,1.0182,1.037
2014-03-31,"Kaikoura District","TA",0.9007,0.9439,1.0143
2014-03-31,"Kaipara District","TA",0.9129,0.9567,1.048
2014-03-31,"Kapiti Coast District","TA",0.9487,0.9942,0.9916
2014-03-31,"Kawerau District","TA",1.013,1.0617,1.043
2014-03-31,"Hutt City","TA",0.9631,1.0094,1.0297
2014-03-31,"MacKenzie District","TA",0.9008,0.9441,0.9584
2014-03-31,"Manawatu District","TA",1.002,1.0501,0.9971
2014-03-31,"Marlborough District","TA",0.9753,1.0222,1.0167
2014-03-31,"Masterton District","TA",1.017,1.0658,0.9953
2014-03-31,"Matamata Piako District","TA",0.9837,1.031,1.0162
2014-03-31,"Napier City","TA",0.9559,1.0018,1.0169
2014-03-31,"Nelson City","TA",0.9717,1.0183,1.0496
2014-03-31,"New Plymouth District","TA",0.9455,0.9909,1.0089
2014-03-31,"New Zealand","NZ",0.8736,0.9155,0.9984
2014-03-31,"Opotiki District","TA",1.0262,1.0755,1.1462
2014-03-31,"Otorohanga District","TA",1.0076,1.056,1.0221
2014-03-31,"Palmerston North City","TA",0.9685,1.015,0.9978
2014-03-31,"Porirua City","TA",1.0171,1.0659,1.0782
2014-03-31,"Queenstown Lakes District","TA",0.9245,0.9689,1.0014
2014-03-31,"Rangitikei District","TA",1.0952,1.1478,1.0325
2014-03-31,"Rotorua District","TA",0.9975,1.0454,1.0328
2014-03-31,"Ruapehu District","TA",1.0418,1.0918,1.0889
2014-03-31,"Selwyn District","TA",0.8642,0.9057,0.9563
2014-03-31,"South Taranaki District","TA",1.0263,1.0756,1.0509
2014-03-31,"South Waikato District","TA",1.0413,1.0913,1.0381
2014-03-31,"South Wairarapa District","TA",1.0139,1.0625,1.0432
2014-03-31,"Southland District","TA",1.0956,1.1483,1.1163
2014-03-31,"Stratford District","TA",0.9777,1.0247,0.9855
2014-03-31,"Tararua District","TA",0.9972,1.0451,1.0955
2014-03-31,"Tasman District","TA",0.9424,0.9877,1.0136
2014-03-31,"Taupo District","TA",1.0349,1.0846,1.0249
2014-03-31,"Tauranga City","TA",0.9673,1.0137,1.0109
2014-03-31,"Thames Coromandel District","TA",0.9767,1.0236,1.0156
2014-03-31,"Timaru District","TA",0.9239,0.9683,0.9905
2014-03-31,"Upper Hutt City","TA",0.995,1.0428,1.0458
2014-03-31,"Waikato District","TA",0.9274,0.9719,1.0333
2014-03-31,"Waimakariri District","TA",0.9107,0.9545,0.9443
2014-03-31,"Waimate District","TA",0.8954,0.9384,0.8911
2014-03-31,"Waipa District","TA",0.9176,0.9617,1.0166
2014-03-31,"Wairoa District","TA",1.0479,1.0982,0.8875
2014-03-31,"Waitaki District","TA",1.0089,1.0573,1.0152
2014-03-31,"Waitomo District","TA",0.9959,1.0437,1.0114
2014-03-31,"Wellington City","TA",0.9601,1.0062,1.0131
2014-03-31,"Western Bay of Plenty District","TA",0.9717,1.0184,1.0297
2014-03-31,"Westland District","TA",0.9667,1.0131,1.0055
2014-03-31,"Whakatane District","TA",1.0318,1.0814,1.0339
2014-03-31,"Whanganui District","TA",1.0212,1.0703,1.045
2014-03-31,"Whangarei District","TA",0.9761,1.023,1.0325
2014-03-31,"Auckland","Reg",0.7959,0.8341,0.9935
2014-03-31,"Bay of Plenty","Reg",0.9742,1.021,1.0233
2014-03-31,"Canterbury","Reg",0.881,0.9233,0.9145
2014-03-31,"Gisborne","Reg",1.0149,1.0637,1.0455
2014-03-31,"Hawke's Bay","Reg",0.9699,1.0165,1.0211
2014-03-31,"Manawatu-Wanganui","Reg",0.988,1.0355,1.0159
2014-03-31,"Marlborough","Reg",0.9753,1.0222,1.0167
2014-03-31,"Nelson","Reg",0.9717,1.0183,1.0495
2014-03-31,"Northland","Reg",0.996,1.0438,1.0406
2014-03-31,"Otago","Reg",0.9385,0.9836,1.0118
2014-03-31,"Southland","Reg",1.0083,1.0567,1.0505
2014-03-31,"Taranaki","Reg",0.9516,0.9973,1.013
2014-03-31,"Tasman","Reg",0.9424,0.9877,1.0138
2014-03-31,"Waikato","Reg",0.9528,0.9986,1.0098
2014-03-31,"Wellington","Reg",0.9694,1.016,1.02
2014-03-31,"West Coast","Reg",0.975,1.0218,1.0605
2014-06-30,"Ashburton District","TA",0.8626,0.9218,0.9533
2014-06-30,"Buller District","TA",1.0762,1.15,1.2511
2014-06-30,"Carterton District","TA",0.8617,0.9208,1.0195
2014-06-30,"Central Hawkes Bay District","TA",1.0702,1.1436,1.0554
2014-06-30,"Central Otago District","TA",0.9322,0.9962,0.994
2014-06-30,"Christchurch City","TA",0.8502,0.9085,0.9004
2014-06-30,"Clutha District","TA",0.9183,0.9813,1.052
2014-06-30,"Dunedin City","TA",0.9396,1.0041,1.1773
2014-06-30,"Far North District","TA",1.0506,1.1227,1.0557
2014-06-30,"Gisborne District","TA",1.0049,1.0738,1.0536
2014-06-30,"Gore District","TA",1.0352,1.1062,1.0018
2014-06-30,"Grey District","TA",0.9782,1.0453,1.0412
2014-06-30,"Hamilton City","TA",0.8997,0.9614,1.0081
2014-06-30,"Hastings District","TA",0.9757,1.0426,1.0527
2014-06-30,"Hauraki District","TA",1.0205,1.0905,1.07
2014-06-30,"Horowhenua District","TA",0.9947,1.063,1.0445
2014-06-30,"Hurunui District","TA",0.9471,1.0121,1.0111
2014-06-30,"Invercargill City","TA",0.9631,1.0291,1.0173
2014-06-30,"Kaikoura District","TA",0.8959,0.9574,0.9982
2014-06-30,"Kaipara District","TA",0.9166,0.9795,1.039
2014-06-30,"Kapiti Coast District","TA",0.9406,1.0051,0.9937
2014-06-30,"Kawerau District","TA",1.0279,1.0984,1.0117
2014-06-30,"Hutt City","TA",0.9691,1.0356,1.0333
2014-06-30,"MacKenzie District","TA",0.9551,1.0206,1.0336
2014-06-30,"Manawatu District","TA",0.9841,1.0517,1.0199
2014-06-30,"Marlborough District","TA",0.9601,1.026,1.0202
2014-06-30,"Masterton District","TA",1.0378,1.109,1.0032
2014-06-30,"Matamata Piako District","TA",0.9329,0.9969,1.0079
2014-06-30,"Napier City","TA",0.9448,1.0096,1.0347
2014-06-30,"Nelson City","TA",0.9527,1.0181,1.0539
2014-06-30,"New Plymouth District","TA",0.9281,0.9917,1.0252
2014-06-30,"New Zealand","NZ",0.8564,0.9151,1.0128
2014-06-30,"Opotiki District","TA",1.005,1.074,1.0964
2014-06-30,"Otorohanga District","TA",1.0793,1.1534,1.0406
2014-06-30,"Palmerston North City","TA",0.9677,1.034,1.0155
2014-06-30,"Porirua City","TA",1.0029,1.0717,1.0742
2014-06-30,"Queenstown Lakes District","TA",0.9133,0.976,0.9814
2014-06-30,"Rangitikei District","TA",1.0342,1.1052,1.0721
2014-06-30,"Rotorua District","TA",0.997,1.0654,1.0359
2014-06-30,"Ruapehu District","TA",1.0744,1.1481,0.9642
2014-06-30,"Selwyn District","TA",0.8402,0.8978,0.9721
2014-06-30,"South Taranaki District","TA",1.0076,1.0768,1.0544
2014-06-30,"South Waikato District","TA",1.0484,1.1203,1.0204
2014-06-30,"South Wairarapa District","TA",1.0091,1.0783,1.0635
2014-06-30,"Southland District","TA",1.0802,1.1544,1.0988
2014-06-30,"Stratford District","TA",0.9645,1.0307,1.0351
2014-06-30,"Tararua District","TA",1.0016,1.0703,1.0764
2014-06-30,"Tasman District","TA",0.9354,0.9996,1.0101
2014-06-30,"Taupo District","TA",1.037,1.1082,1.0285
2014-06-30,"Tauranga City","TA",0.9602,1.026,1.0176
2014-06-30,"Thames Coromandel District","TA",0.9446,1.0094,1.0209
2014-06-30,"Timaru District","TA",0.8932,0.9544,0.9638
2014-06-30,"Upper Hutt City","TA",0.9824,1.0498,1.0385
2014-06-30,"Waikato District","TA",0.9319,0.9958,1.0338
2014-06-30,"Waimakariri District","TA",0.8924,0.9537,0.9587
2014-06-30,"Waimate District","TA",0.8964,0.9579,0.9243
2014-06-30,"Waipa District","TA",0.9085,0.9708,1.0205
2014-06-30,"Wairoa District","TA",1.0453,1.1171,0.9687
2014-06-30,"Waitaki District","TA",0.9699,1.0364,0.9985
2014-06-30,"Waitomo District","TA",0.9503,1.0155,0.984
2014-06-30,"Wellington City","TA",0.9501,1.0152,1.0595
2014-06-30,"Western Bay of Plenty District","TA",0.9501,1.0152,1.0082
2014-06-30,"Westland District","TA",0.9735,1.0403,1.0437
2014-06-30,"Whakatane District","TA",1.0041,1.073,1.0386
2014-06-30,"Whanganui District","TA",1.0108,1.0801,1.0561
2014-06-30,"Whangarei District","TA",0.9616,1.0276,1.0413
2014-06-30,"Auckland","Reg",0.774,0.8271,1.0008
2014-06-30,"Bay of Plenty","Reg",0.9639,1.0301,1.0254
2014-06-30,"Canterbury","Reg",0.8653,0.9246,0.9152
2014-06-30,"Gisborne","Reg",1.0049,1.0738,1.0536
2014-06-30,"Hawke's Bay","Reg",0.9677,1.0341,1.0444
2014-06-30,"Manawatu-Wanganui","Reg",0.9847,1.0522,1.0303
2014-06-30,"Marlborough","Reg",0.9601,1.026,1.0203
2014-06-30,"Nelson","Reg",0.9527,1.0181,1.0538
2014-06-30,"Northland","Reg",0.987,1.0547,1.0493
2014-06-30,"Otago","Reg",0.9203,0.9835,1.1004
2014-06-30,"Southland","Reg",0.9983,1.0667,1.0319
2014-06-30,"Taranaki","Reg",0.9338,0.9979,1.0287
2014-06-30,"Tasman","Reg",0.9354,0.9996,1.0103
2014-06-30,"Waikato","Reg",0.9389,1.0033,1.0201
2014-06-30,"Wellington","Reg",0.9611,1.027,1.0538
2014-06-30,"West Coast","Reg",1.0185,1.0884,1.1021
2014-09-30,"Ashburton District","TA",0.8603,0.9277,0.9685
2014-09-30,"Buller District","TA",1.0505,1.1328,1.2884
2014-09-30,"Carterton District","TA",0.9323,1.0053,1.0699
2014-09-30,"Central Hawkes Bay District","TA",1.0683,1.152,1.0376
2014-09-30,"Central Otago District","TA",0.9422,1.016,1.0381
2014-09-30,"Christchurch City","TA",0.8358,0.9013,0.9141
2014-09-30,"Clutha District","TA",0.9181,0.9901,1.0222
2014-09-30,"Dunedin City","TA",0.9444,1.0184,1.1679
2014-09-30,"Far North District","TA",1.0318,1.1126,1.0577
2014-09-30,"Gisborne District","TA",0.9994,1.0777,1.0645
2014-09-30,"Gore District","TA",1.0289,1.1095,1.0271
2014-09-30,"Grey District","TA",0.9572,1.0322,1.0534
2014-09-30,"Hamilton City","TA",0.8959,0.9661,1.0068
2014-09-30,"Hastings District","TA",0.9691,1.045,1.0475
2014-09-30,"Hauraki District","TA",1.045,1.1269,1.0184
2014-09-30,"Horowhenua District","TA",0.9967,1.0748,1.055
2014-09-30,"Hurunui District","TA",0.9405,1.0142,0.9872
2014-09-30,"Invercargill City","TA",0.9677,1.0435,1.0306
2014-09-30,"Kaikoura District","TA",0.8632,0.9308,0.9871
2014-09-30,"Kaipara District","TA",0.9228,0.9951,1.0347
2014-09-30,"Kapiti Coast District","TA",0.9316,1.0045,1.0085
2014-09-30,"Kawerau District","TA",1.0143,1.0937,1.0813
2014-09-30,"Hutt City","TA",0.9731,1.0493,1.0385
2014-09-30,"MacKenzie District","TA",0.9809,1.0577,1.0792
2014-09-30,"Manawatu District","TA",0.9874,1.0648,0.9733
2014-09-30,"Marlborough District","TA",0.9696,1.0455,1.0179
2014-09-30,"Masterton District","TA",0.9816,1.0585,1.0306
2014-09-30,"Matamata Piako District","TA",0.9524,1.027,1.0125
2014-09-30,"Napier City","TA",0.9437,1.0176,1.0416
2014-09-30,"Nelson City","TA",0.95,1.0244,1.0625
2014-09-30,"New Plymouth District","TA",0.9275,1.0002,1.0376
2014-09-30,"New Zealand","NZ",0.8456,0.9118,1.0206
2014-09-30,"Opotiki District","TA",1.0105,1.0896,1.0455
2014-09-30,"Otorohanga District","TA",0.9103,0.9816,1.0395
2014-09-30,"Palmerston North City","TA",0.9639,1.0394,1.016
2014-09-30,"Porirua City","TA",1.0173,1.097,1.0907
2014-09-30,"Queenstown Lakes District","TA",0.9047,0.9756,1.0245
2014-09-30,"Rangitikei District","TA",1.1018,1.1881,1.0478
2014-09-30,"Rotorua District","TA",0.9788,1.0555,1.0295
2014-09-30,"Ruapehu District","TA",1.0716,1.1556,1.02
2014-09-30,"Selwyn District","TA",0.83,0.895,0.9891
2014-09-30,"South Taranaki District","TA",1.0074,1.0863,1.0367
2014-09-30,"South Waikato District","TA",1.0326,1.1135,1.0374
2014-09-30,"South Wairarapa District","TA",1.0208,1.1007,1.0885
2014-09-30,"Southland District","TA",1.0447,1.1265,1.1118
2014-09-30,"Stratford District","TA",1.0107,1.0899,1.0246
2014-09-30,"Tararua District","TA",0.9819,1.0588,1.0871
2014-09-30,"Tasman District","TA",0.9347,1.0079,1.032
2014-09-30,"Taupo District","TA",1.0462,1.1282,1.0465
2014-09-30,"Tauranga City","TA",0.9472,1.0214,1.0327
2014-09-30,"Thames Coromandel District","TA",0.9711,1.0471,1.0196
2014-09-30,"Timaru District","TA",0.8753,0.9439,0.9635
2014-09-30,"Upper Hutt City","TA",0.9789,1.0556,1.0549
2014-09-30,"Waikato District","TA",0.8775,0.9463,1.0505
