"date","Area_Name","Area_Type","Mortgage Affordability Index","Deposit Affordability Index","Rent Affordability Index"
2009-12-31,"Thames Coromandel District","TA",0.76,0.9307,1.004
2009-12-31,"Timaru District","TA",0.7698,0.9428,1.0041
2009-12-31,"Upper Hutt City","TA",0.7376,0.9034,0.9501
2009-12-31,"Waikato District","TA",0.7856,0.9622,1.0028
2009-12-31,"Waimakariri District","TA",0.8533,1.0451,1.0344
2009-12-31,"Waimate District","TA",0.7427,0.9096,1.0261
2009-12-31,"Waipa District","TA",0.7395,0.9056,0.9869
2009-12-31,"Wairoa District","TA",0.7484,0.9166,0.9724
2009-12-31,"Waitaki District","TA",0.7782,0.953,1.033
2009-12-31,"Waitomo District","TA",0.6312,0.7731,0.9431
2009-12-31,"Wellington City","TA",0.757,0.9271,1.0235
2009-12-31,"Western Bay of Plenty District","TA",0.7269,0.8902,1.007
2009-12-31,"Westland District","TA",0.7555,0.9253,0.9781
2009-12-31,"Whakatane District","TA",0.7348,0.8999,0.9819
2009-12-31,"Whanganui District","TA",0.725,0.8879,1.0048
2009-12-31,"Whangarei District","TA",0.7544,0.9239,0.9861
2009-12-31,"Auckland","Reg",0.8195,1.0037,1.0534
2009-12-31,"Bay of Plenty","Reg",0.7506,0.9193,1.0013
2009-12-31,"Canterbury","Reg",0.7911,0.9689,1.026
2009-12-31,"Gisborne","Reg",0.7071,0.866,1.0014
2009-12-31,"Hawke's Bay","Reg",0.7524,0.9215,0.9805
2009-12-31,"Manawatu-Wanganui","Reg",0.7546,0.9241,1.0028
2009-12-31,"Marlborough","Reg",0.7411,0.9076,0.9281
2009-12-31,"Nelson","Reg",0.8091,0.9909,1.027
2009-12-31,"Northland","Reg",0.7341,0.8991,1.0043
2009-12-31,"Otago","Reg",0.7708,0.944,1.1008
2009-12-31,"Southland","Reg",0.7636,0.9352,0.964
2009-12-31,"Taranaki","Reg",0.7401,0.9064,0.9642
2009-12-31,"Tasman","Reg",0.7683,0.941,0.9999
2009-12-31,"Waikato","Reg",0.749,0.9173,0.9802
2009-12-31,"Wellington","Reg",0.751,0.9197,1.0066
2009-12-31,"West Coast","Reg",0.7831,0.9591,0.9539
2010-03-31,"Ashburton District","TA",0.8155,1.0048,1.0105
2010-03-31,"Buller District","TA",0.8022,0.9884,1.0092
2010-03-31,"Carterton District","TA",0.6958,0.8573,0.9437
2010-03-31,"Central Hawkes Bay District","TA",0.8019,0.988,0.9271
2010-03-31,"Central Otago District","TA",0.7619,0.9388,0.9667
2010-03-31,"Christchurch City","TA",0.7749,0.9547,1.0138
2010-03-31,"Clutha District","TA",0.7317,0.9015,1.0322
2010-03-31,"Dunedin City","TA",0.7676,0.9458,1.0458
2010-03-31,"Far North District","TA",0.7102,0.8751,1.0072
2010-03-31,"Gisborne District","TA",0.7271,0.8959,0.9861
2010-03-31,"Gore District","TA",0.819,1.0092,1.0434
2010-03-31,"Grey District","TA",0.7096,0.8743,0.928
2010-03-31,"Hamilton City","TA",0.7583,0.9343,0.9679
2010-03-31,"Hastings District","TA",0.7606,0.9372,0.9769
2010-03-31,"Hauraki District","TA",0.7812,0.9625,0.9801
2010-03-31,"Horowhenua District","TA",0.7253,0.8936,0.9396
2010-03-31,"Hurunui District","TA",0.7682,0.9465,1.0004
2010-03-31,"Invercargill City","TA",0.7582,0.9342,0.9685
2010-03-31,"Kaikoura District","TA",0.7323,0.9023,0.9673
2010-03-31,"Kaipara District","TA",0.7298,0.8992,1.0319
2010-03-31,"Kapiti Coast District","TA",0.763,0.9401,0.9901
2010-03-31,"Kawerau District","TA",0.7591,0.9353,1.0866
2010-03-31,"Hutt City","TA",0.7281,0.8971,0.9814
2010-03-31,"MacKenzie District","TA",0.7693,0.9479,1.2248
2010-03-31,"Manawatu District","TA",0.7528,0.9275,1.0048
2010-03-31,"Marlborough District","TA",0.7479,0.9215,0.9558
2010-03-31,"Masterton District","TA",0.7328,0.9029,0.9959
2010-03-31,"Matamata Piako District","TA",0.7509,0.9252,0.995
2010-03-31,"Napier City","TA",0.7404,0.9123,0.976
2010-03-31,"Nelson City","TA",0.8021,0.9883,1.0056
2010-03-31,"New Plymouth District","TA",0.7388,0.9103,0.9452
2010-03-31,"New Zealand","NZ",0.7816,0.9631,1.0102
2010-03-31,"Opotiki District","TA",0.6471,0.7973,1.0875
2010-03-31,"Otorohanga District","TA",0.7229,0.8908,0.9326
2010-03-31,"Palmerston North City","TA",0.7685,0.9469,1.0069
2010-03-31,"Porirua City","TA",0.7616,0.9384,1.0053
2010-03-31,"Queenstown Lakes District","TA",0.8004,0.9862,1.0443
2010-03-31,"Rangitikei District","TA",0.78,0.9611,0.9856
2010-03-31,"Rotorua District","TA",0.7656,0.9433,1.011
2010-03-31,"Ruapehu District","TA",0.745,0.918,1.0105
2010-03-31,"Selwyn District","TA",0.8595,1.0591,1.0948
2010-03-31,"South Taranaki District","TA",0.7499,0.9239,0.9618
2010-03-31,"South Waikato District","TA",0.7249,0.8932,0.9392
2010-03-31,"South Wairarapa District","TA",0.7438,0.9164,0.9842
2010-03-31,"Southland District","TA",0.7961,0.9809,0.9943
2010-03-31,"Stratford District","TA",0.756,0.9315,0.9641
2010-03-31,"Tararua District","TA",0.7076,0.8718,0.9857
2010-03-31,"Tasman District","TA",0.7654,0.943,0.9926
2010-03-31,"Taupo District","TA",0.7505,0.9247,1.0083
2010-03-31,"Tauranga City","TA",0.7579,0.9338,0.981
2010-03-31,"Thames Coromandel District","TA",0.751,0.9254,0.9818
2010-03-31,"Timaru District","TA",0.7732,0.9526,1.0045
2010-03-31,"Upper Hutt City","TA",0.726,0.8945,0.956
2010-03-31,"Waikato District","TA",0.7826,0.9643,1.0034
2010-03-31,"Waimakariri District","TA",0.8412,1.0364,1.0304
2010-03-31,"Waimate District","TA",0.715,0.881,0.9663
2010-03-31,"Waipa District","TA",0.7327,0.9028,0.9885
2010-03-31,"Wairoa District","TA",0.7948,0.9793,0.8865
2010-03-31,"Waitaki District","TA",0.7894,0.9727,1.0184
2010-03-31,"Waitomo District","TA",0.6568,0.8093,0.9477
2010-03-31,"Wellington City","TA",0.7691,0.9477,0.9775
2010-03-31,"Western Bay of Plenty District","TA",0.729,0.8982,0.9887
2010-03-31,"Westland District","TA",0.7135,0.8791,0.9742
2010-03-31,"Whakatane District","TA",0.7602,0.9367,0.9842
2010-03-31,"Whanganui District","TA",0.7295,0.8988,0.9991
2010-03-31,"Whangarei District","TA",0.7613,0.9381,0.987
2010-03-31,"Auckland","Reg",0.8176,1.0074,1.0483
2010-03-31,"Bay of Plenty","Reg",0.7588,0.9349,0.9925
2010-03-31,"Canterbury","Reg",0.7899,0.9733,1.0185
2010-03-31,"Gisborne","Reg",0.7271,0.8959,0.9861
2010-03-31,"Hawke's Bay","Reg",0.7547,0.9298,0.9739
2010-03-31,"Manawatu-Wanganui","Reg",0.7509,0.9252,0.9976
2010-03-31,"Marlborough","Reg",0.7479,0.9215,0.9558
2010-03-31,"Nelson","Reg",0.8021,0.9883,1.0057
2010-03-31,"Northland","Reg",0.7399,0.9117,0.9986
2010-03-31,"Otago","Reg",0.773,0.9524,1.0335
2010-03-31,"Southland","Reg",0.7726,0.952,0.9758
2010-03-31,"Taranaki","Reg",0.743,0.9155,0.9505
2010-03-31,"Tasman","Reg",0.7654,0.943,0.9926
2010-03-31,"Waikato","Reg",0.7501,0.9242,0.9776
2010-03-31,"Wellington","Reg",0.7516,0.9261,0.9721
2010-03-31,"West Coast","Reg",0.752,0.9266,0.9558
2010-06-30,"Ashburton District","TA",0.8317,1.0172,0.9763
2010-06-30,"Buller District","TA",0.7871,0.9626,1.0186
2010-06-30,"Carterton District","TA",0.7385,0.9032,0.9648
2010-06-30,"Central Hawkes Bay District","TA",0.7572,0.9261,0.9102
2010-06-30,"Central Otago District","TA",0.789,0.965,0.935
2010-06-30,"Christchurch City","TA",0.7916,0.9681,1.0402
2010-06-30,"Clutha District","TA",0.6946,0.8494,0.9535
2010-06-30,"Dunedin City","TA",0.7798,0.9537,1.136
2010-06-30,"Far North District","TA",0.7369,0.9012,1.03
2010-06-30,"Gisborne District","TA",0.7483,0.9151,1.0146
2010-06-30,"Gore District","TA",0.8529,1.0431,0.9788
2010-06-30,"Grey District","TA",0.7382,0.9028,0.9535
2010-06-30,"Hamilton City","TA",0.7715,0.9435,0.9769
2010-06-30,"Hastings District","TA",0.7821,0.9566,0.9894
2010-06-30,"Hauraki District","TA",0.8525,1.0426,0.9909
2010-06-30,"Horowhenua District","TA",0.7244,0.8859,0.9803
2010-06-30,"Hurunui District","TA",0.8174,0.9997,1.1211
2010-06-30,"Invercargill City","TA",0.7534,0.9213,0.9677
2010-06-30,"Kaikoura District","TA",0.6999,0.856,0.9921
2010-06-30,"Kaipara District","TA",0.6834,0.8358,1.0168
2010-06-30,"Kapiti Coast District","TA",0.7764,0.9495,0.9988
2010-06-30,"Kawerau District","TA",0.7971,0.9749,1.058
2010-06-30,"Hutt City","TA",0.7574,0.9263,0.9691
2010-06-30,"MacKenzie District","TA",0.7707,0.9426,1.1753
2010-06-30,"Manawatu District","TA",0.8041,0.9834,1.0312
2010-06-30,"Marlborough District","TA",0.7702,0.942,0.9614
2010-06-30,"Masterton District","TA",0.7519,0.9196,0.9977
2010-06-30,"Matamata Piako District","TA",0.7301,0.8929,1.0031
2010-06-30,"Napier City","TA",0.7551,0.9235,0.9815
2010-06-30,"Nelson City","TA",0.8186,1.0011,1.0161
2010-06-30,"New Plymouth District","TA",0.7617,0.9316,0.9662
2010-06-30,"New Zealand","NZ",0.8013,0.9799,1.0243
2010-06-30,"Opotiki District","TA",0.6605,0.8078,1.0305
2010-06-30,"Otorohanga District","TA",0.6749,0.8254,0.9392
2010-06-30,"Palmerston North City","TA",0.7995,0.9777,1.0205
2010-06-30,"Porirua City","TA",0.7809,0.955,1.0086
2010-06-30,"Queenstown Lakes District","TA",0.8148,0.9965,1.0253
2010-06-30,"Rangitikei District","TA",0.8066,0.9865,0.9852
2010-06-30,"Rotorua District","TA",0.7667,0.9376,1.0053
2010-06-30,"Ruapehu District","TA",0.8364,1.0229,0.9515
2010-06-30,"Selwyn District","TA",0.8735,1.0683,1.0851
2010-06-30,"South Taranaki District","TA",0.7877,0.9633,0.9817
2010-06-30,"South Waikato District","TA",0.7684,0.9397,0.973
2010-06-30,"South Wairarapa District","TA",0.7844,0.9593,0.9626
2010-06-30,"Southland District","TA",0.7641,0.9344,0.9669
2010-06-30,"Stratford District","TA",0.7887,0.9646,0.9867
2010-06-30,"Tararua District","TA",0.7898,0.9659,0.965
2010-06-30,"Tasman District","TA",0.7831,0.9578,1.0037
2010-06-30,"Taupo District","TA",0.7567,0.9254,1.0027
2010-06-30,"Tauranga City","TA",0.7731,0.9455,0.9952
2010-06-30,"Thames Coromandel District","TA",0.7499,0.9171,0.9987
2010-06-30,"Timaru District","TA",0.7969,0.9746,1.0086
2010-06-30,"Upper Hutt City","TA",0.7712,0.9432,0.9702
2010-06-30,"Waikato District","TA",0.7525,0.9203,0.9972
2010-06-30,"Waimakariri District","TA",0.8612,1.0533,1.0357
2010-06-30,"Waimate District","TA",0.7963,0.9739,1.0166
2010-06-30,"Waipa District","TA",0.7773,0.9506,0.9801
2010-06-30,"Wairoa District","TA",0.7722,0.9444,0.9667
2010-06-30,"Waitaki District","TA",0.8083,0.9886,1.0216
2010-06-30,"Waitomo District","TA",0.6501,0.795,0.9368
2010-06-30,"Wellington City","TA",0.7921,0.9687,1.0319
2010-06-30,"Western Bay of Plenty District","TA",0.7401,0.9051,0.9766
2010-06-30,"Westland District","TA",0.7193,0.8797,0.9983
2010-06-30,"Whakatane District","TA",0.7682,0.9395,0.9728
2010-06-30,"Whanganui District","TA",0.7444,0.9104,1.0124
2010-06-30,"Whangarei District","TA",0.7795,0.9534,0.9976
2010-06-30,"Auckland","Reg",0.8411,1.0286,1.0426
2010-06-30,"Bay of Plenty","Reg",0.7702,0.9419,0.9954
2010-06-30,"Canterbury","Reg",0.8075,0.9876,1.0394
2010-06-30,"Gisborne","Reg",0.7483,0.9151,1.0146
2010-06-30,"Hawke's Bay","Reg",0.7671,0.9381,0.9816
2010-06-30,"Manawatu-Wanganui","Reg",0.7799,0.9538,1.0098
2010-06-30,"Marlborough","Reg",0.7702,0.942,0.9614
2010-06-30,"Nelson","Reg",0.8186,1.0011,1.016
2010-06-30,"Northland","Reg",0.7538,0.9219,1.0104
2010-06-30,"Otago","Reg",0.787,0.9625,1.1059
2010-06-30,"Southland","Reg",0.7655,0.9361,0.9666
2010-06-30,"Taranaki","Reg",0.7699,0.9416,0.9729
2010-06-30,"Tasman","Reg",0.7831,0.9578,1.0037
2010-06-30,"Waikato","Reg",0.7599,0.9293,0.981
2010-06-30,"Wellington","Reg",0.7762,0.9493,1.011
2010-06-30,"West Coast","Reg",0.7637,0.934,0.9751
2010-09-30,"Ashburton District","TA",0.8659,1.0129,0.9864
2010-09-30,"Buller District","TA",0.8713,1.0193,1.0143
2010-09-30,"Carterton District","TA",0.784,0.9172,0.9671
2010-09-30,"Central Hawkes Bay District","TA",0.8612,1.0074,0.9331
2010-09-30,"Central Otago District","TA",0.8238,0.9637,0.9941
2010-09-30,"Christchurch City","TA",0.84,0.9826,1.0492
2010-09-30,"Clutha District","TA",0.7633,0.893,0.9877
2010-09-30,"Dunedin City","TA",0.8243,0.9643,1.1748
2010-09-30,"Far North District","TA",0.8019,0.9381,1.0234
2010-09-30,"Gisborne District","TA",0.779,0.9113,0.9985
2010-09-30,"Gore District","TA",0.8795,1.0288,0.9901
2010-09-30,"Grey District","TA",0.7832,0.9161,0.9341
2010-09-30,"Hamilton City","TA",0.8243,0.9643,0.9773
2010-09-30,"Hastings District","TA",0.8018,0.938,0.9875
2010-09-30,"Hauraki District","TA",0.8344,0.976,0.9787
2010-09-30,"Horowhenua District","TA",0.7954,0.9305,0.9745
2010-09-30,"Hurunui District","TA",0.8348,0.9766,1.0863
2010-09-30,"Invercargill City","TA",0.8217,0.9613,0.9886
2010-09-30,"Kaikoura District","TA",0.7765,0.9084,0.9918
2010-09-30,"Kaipara District","TA",0.7783,0.9104,1.0163
2010-09-30,"Kapiti Coast District","TA",0.8375,0.9797,0.991
2010-09-30,"Kawerau District","TA",0.8405,0.9832,1.0529
2010-09-30,"Hutt City","TA",0.8108,0.9485,0.9714
2010-09-30,"MacKenzie District","TA",0.8316,0.9728,1.1746
2010-09-30,"Manawatu District","TA",0.8285,0.9691,1.0132
2010-09-30,"Marlborough District","TA",0.826,0.9663,0.9864
2010-09-30,"Masterton District","TA",0.8106,0.9483,0.999
2010-09-30,"Matamata Piako District","TA",0.7847,0.918,0.9759
2010-09-30,"Napier City","TA",0.7928,0.9274,0.9645
2010-09-30,"Nelson City","TA",0.8594,1.0054,1.0227
2010-09-30,"New Plymouth District","TA",0.7948,0.9298,0.9793
2010-09-30,"New Zealand","NZ",0.8447,0.9881,1.0297
2010-09-30,"Opotiki District","TA",0.7854,0.9188,1.0603
2010-09-30,"Otorohanga District","TA",0.7682,0.8986,0.9758
2010-09-30,"Palmerston North City","TA",0.8456,0.9892,1.0172
2010-09-30,"Porirua City","TA",0.8315,0.9727,1.0246
2010-09-30,"Queenstown Lakes District","TA",0.8502,0.9946,1.0088
2010-09-30,"Rangitikei District","TA",0.8409,0.9837,0.972
2010-09-30,"Rotorua District","TA",0.802,0.9382,1.0038
2010-09-30,"Ruapehu District","TA",0.8145,0.9528,0.9929
2010-09-30,"Selwyn District","TA",0.9127,1.0677,1.0867
2010-09-30,"South Taranaki District","TA",0.8574,1.003,1.0359
2010-09-30,"South Waikato District","TA",0.8168,0.9554,0.9514
2010-09-30,"South Wairarapa District","TA",0.8548,1,0.9423
2010-09-30,"Southland District","TA",0.841,0.9838,0.9914
2010-09-30,"Stratford District","TA",0.7996,0.9354,0.9673
2010-09-30,"Tararua District","TA",0.8143,0.9526,0.9964
2010-09-30,"Tasman District","TA",0.8158,0.9543,1.0035
2010-09-30,"Taupo District","TA",0.8133,0.9514,1.0175
2010-09-30,"Tauranga City","TA",0.8196,0.9588,1.0007
2010-09-30,"Thames Coromandel District","TA",0.8092,0.9466,0.9814
2010-09-30,"Timaru District","TA",0.8536,0.9985,1.0252
2010-09-30,"Upper Hutt City","TA",0.81,0.9475,0.9835
2010-09-30,"Waikato District","TA",0.7697,0.9004,1.0163
2010-09-30,"Waimakariri District","TA",0.9063,1.0602,1.0394
2010-09-30,"Waimate District","TA",0.8004,0.9363,0.9904
2010-09-30,"Waipa District","TA",0.807,0.944,0.9832
2010-09-30,"Wairoa District","TA",0.8298,0.9707,0.9789
2010-09-30,"Waitaki District","TA",0.8494,0.9937,1.0427
2010-09-30,"Waitomo District","TA",0.7066,0.8266,0.943
2010-09-30,"Wellington City","TA",0.8427,0.9858,1.0595
2010-09-30,"Western Bay of Plenty District","TA",0.7672,0.8974,0.9939
2010-09-30,"Westland District","TA",0.8142,0.9525,1.001
2010-09-30,"Whakatane District","TA",0.7941,0.9289,0.9861
2010-09-30,"Whanganui District","TA",0.7864,0.9199,1.0173
2010-09-30,"Whangarei District","TA",0.8136,0.9518,1.0004
2010-09-30,"Auckland","Reg",0.8786,1.0278,1.0473
2010-09-30,"Bay of Plenty","Reg",0.8109,0.9486,1.0001
2010-09-30,"Canterbury","Reg",0.8558,1.0011,1.0482
2010-09-30,"Gisborne","Reg",0.779,0.9113,0.9985
2010-09-30,"Hawke's Bay","Reg",0.8008,0.9368,0.973
2010-09-30,"Manawatu-Wanganui","Reg",0.823,0.9628,1.009
2010-09-30,"Marlborough","Reg",0.826,0.9663,0.9864
2010-09-30,"Nelson","Reg",0.8594,1.0054,1.0227
2010-09-30,"Northland","Reg",0.8071,0.9442,1.0103
2010-09-30,"Otago","Reg",0.8301,0.9711,1.1217
2010-09-30,"Southland","Reg",0.8324,0.9738,0.9889
2010-09-30,"Taranaki","Reg",0.8078,0.945,0.9914
2010-09-30,"Tasman","Reg",0.8158,0.9543,1.0035
2010-09-30,"Waikato","Reg",0.8123,0.9502,0.9816
2010-09-30,"Wellington","Reg",0.8282,0.9688,1.0287
2010-09-30,"West Coast","Reg",0.8349,0.9766,0.9633
2010-12-31,"Ashburton District","TA",0.917,1.0522,1.0038
2010-12-31,"Buller District","TA",0.922,1.058,1.0282
2010-12-31,"Carterton District","TA",0.7952,0.9125,0.9547
2010-12-31,"Central Hawkes Bay District","TA",0.8564,0.9827,0.9666
2010-12-31,"Central Otago District","TA",0.8532,0.979,0.9858
2010-12-31,"Christchurch City","TA",0.8553,0.9815,1.0235
2010-12-31,"Clutha District","TA",0.8038,0.9224,1.0378
2010-12-31,"Dunedin City","TA",0.8564,0.9827,1.1053
2010-12-31,"Far North District","TA",0.8463,0.9711,1.0183
2010-12-31,"Gisborne District","TA",0.8101,0.9296,1.0064
2010-12-31,"Gore District","TA",0.8824,1.0125,0.9585
2010-12-31,"Grey District","TA",0.8032,0.9217,0.9356
2010-12-31,"Hamilton City","TA",0.8591,0.9858,0.9972
2010-12-31,"Hastings District","TA",0.8442,0.9687,0.9902
2010-12-31,"Hauraki District","TA",0.8873,1.0182,1.0003
2010-12-31,"Horowhenua District","TA",0.8139,0.9339,0.9636
2010-12-31,"Hurunui District","TA",0.8874,1.0183,1.057
2010-12-31,"Invercargill City","TA",0.8518,0.9774,0.9582
2010-12-31,"Kaikoura District","TA",0.7714,0.8851,0.956
2010-12-31,"Kaipara District","TA",0.781,0.8962,1.0351
2010-12-31,"Kapiti Coast District","TA",0.852,0.9776,0.9993
2010-12-31,"Kawerau District","TA",0.7768,0.8913,1.0332
2010-12-31,"Hutt City","TA",0.8227,0.944,0.9804
2010-12-31,"MacKenzie District","TA",0.8553,0.9815,1.1218
2010-12-31,"Manawatu District","TA",0.8737,1.0026,1.0118
2010-12-31,"Marlborough District","TA",0.8521,0.9777,1.0003
2010-12-31,"Masterton District","TA",0.8206,0.9416,0.9984
2010-12-31,"Matamata Piako District","TA",0.8192,0.9401,1.0282
2010-12-31,"Napier City","TA",0.8213,0.9425,0.989
2010-12-31,"Nelson City","TA",0.8762,1.0055,1.0172
2010-12-31,"New Plymouth District","TA",0.8306,0.9532,0.9759
2010-12-31,"New Zealand","NZ",0.8688,0.9969,1.0268
2010-12-31,"Opotiki District","TA",0.7535,0.8646,1.0191
2010-12-31,"Otorohanga District","TA",0.7915,0.9083,0.9361
2010-12-31,"Palmerston North City","TA",0.8659,0.9937,0.9939
2010-12-31,"Porirua City","TA",0.8562,0.9825,1.0349
2010-12-31,"Queenstown Lakes District","TA",0.8521,0.9778,1.0182
2010-12-31,"Rangitikei District","TA",0.8355,0.9588,0.9999
2010-12-31,"Rotorua District","TA",0.8372,0.9607,1.0042
2010-12-31,"Ruapehu District","TA",0.8895,1.0208,1.0218
2010-12-31,"Selwyn District","TA",0.9539,1.0946,1.0862
2010-12-31,"South Taranaki District","TA",0.9109,1.0453,1.0548
2010-12-31,"South Waikato District","TA",0.8202,0.9412,0.9932
2010-12-31,"South Wairarapa District","TA",0.8432,0.9676,0.9553
2010-12-31,"Southland District","TA",0.8778,1.0073,1.0195
2010-12-31,"Stratford District","TA",0.8657,0.9934,0.9729
2010-12-31,"Tararua District","TA",0.8239,0.9454,0.9874
2010-12-31,"Tasman District","TA",0.8445,0.9691,1.0122
2010-12-31,"Taupo District","TA",0.8548,0.9809,1.003
2010-12-31,"Tauranga City","TA",0.8469,0.9718,0.995
2010-12-31,"Thames Coromandel District","TA",0.8179,0.9385,0.9655
2010-12-31,"Timaru District","TA",0.8826,1.0128,1.0279
2010-12-31,"Upper Hutt City","TA",0.8459,0.9707,0.9942
2010-12-31,"Waikato District","TA",0.8201,0.9411,0.9983
2010-12-31,"Waimakariri District","TA",0.9454,1.0848,1.048
2010-12-31,"Waimate District","TA",0.8205,0.9415,0.9965
2010-12-31,"Waipa District","TA",0.8565,0.9828,1.0017
2010-12-31,"Wairoa District","TA",0.8448,0.9694,1.0102
2010-12-31,"Waitaki District","TA",0.8894,1.0207,1.014
2010-12-31,"Waitomo District","TA",0.8315,0.9542,0.9643
2010-12-31,"Wellington City","TA",0.8583,0.9849,1.0516
2010-12-31,"Western Bay of Plenty District","TA",0.8252,0.947,0.9909
2010-12-31,"Westland District","TA",0.8126,0.9325,0.9614
2010-12-31,"Whakatane District","TA",0.8301,0.9526,0.9686
2010-12-31,"Whanganui District","TA",0.8128,0.9327,1.0205
2010-12-31,"Whangarei District","TA",0.8609,0.9879,0.9882
2010-12-31,"Auckland","Reg",0.8992,1.0318,1.045
2010-12-31,"Bay of Plenty","Reg",0.8422,0.9664,0.9951
2010-12-31,"Canterbury","Reg",0.8761,1.0054,1.0284
2010-12-31,"Gisborne","Reg",0.8101,0.9296,1.0064
2010-12-31,"Hawke's Bay","Reg",0.8331,0.956,0.9871
2010-12-31,"Manawatu-Wanganui","Reg",0.8472,0.9722,0.9966
2010-12-31,"Marlborough","Reg",0.8521,0.9777,1.0003
2010-12-31,"Nelson","Reg",0.8762,1.0055,1.0172
2010-12-31,"Northland","Reg",0.8483,0.9734,1.0022
2010-12-31,"Otago","Reg",0.8541,0.9801,1.0917
2010-12-31,"Southland","Reg",0.8611,0.9881,0.9646
2010-12-31,"Taranaki","Reg",0.8479,0.9729,0.9921
2010-12-31,"Tasman","Reg",0.8445,0.9691,1.0122
2010-12-31,"Waikato","Reg",0.8455,0.9702,0.9967
2010-12-31,"Wellington","Reg",0.8444,0.9689,1.0287
2010-12-31,"West Coast","Reg",0.858,0.9846,0.9678
2011-03-31,"Ashburton District","TA",0.9259,1.0424,1.0248
2011-03-31,"Buller District","TA",0.9581,1.0786,1.0005
2011-03-31,"Carterton District","TA",0.8781,0.9886,0.9653
2011-03-31,"Central Hawkes Bay District","TA",0.8482,0.9549,0.8984
2011-03-31,"Central Otago District","TA",0.8906,1.0026,0.9968
2011-03-31,"Christchurch City","TA",0.8859,0.9973,1.0029
2011-03-31,"Clutha District","TA",0.7966,0.8968,1.018
2011-03-31,"Dunedin City","TA",0.8771,0.9874,0.9906
2011-03-31,"Far North District","TA",0.8706,0.9801,1.008
2011-03-31,"Gisborne District","TA",0.8423,0.9483,1.0068
2011-03-31,"Gore District","TA",0.9256,1.042,1.0096
2011-03-31,"Grey District","TA",0.8325,0.9372,0.97
2011-03-31,"Hamilton City","TA",0.8842,0.9954,0.9855
2011-03-31,"Hastings District","TA",0.8692,0.9785,0.9854
2011-03-31,"Hauraki District","TA",0.8762,0.9864,0.9754
2011-03-31,"Horowhenua District","TA",0.8407,0.9465,0.9864
2011-03-31,"Hurunui District","TA",0.9433,1.062,1.0664
2011-03-31,"Invercargill City","TA",0.8621,0.9705,0.9896
2011-03-31,"Kaikoura District","TA",0.8279,0.9321,0.9592
2011-03-31,"Kaipara District","TA",0.816,0.9186,1.0042
2011-03-31,"Kapiti Coast District","TA",0.8916,1.0037,0.996
2011-03-31,"Kawerau District","TA",0.7344,0.8268,1.0245
2011-03-31,"Hutt City","TA",0.8692,0.9785,0.9969
2011-03-31,"MacKenzie District","TA",0.9139,1.0289,1.1553
2011-03-31,"Manawatu District","TA",0.9126,1.0274,1.0223
2011-03-31,"Marlborough District","TA",0.8804,0.9912,0.9811
2011-03-31,"Masterton District","TA",0.8567,0.9645,0.9979
2011-03-31,"Matamata Piako District","TA",0.8522,0.9594,1.0145
2011-03-31,"Napier City","TA",0.858,0.9659,0.9858
2011-03-31,"Nelson City","TA",0.9129,1.0278,1.0076
2011-03-31,"New Plymouth District","TA",0.8621,0.9706,0.9791
2011-03-31,"New Zealand","NZ",0.8918,1.0039,1.0069
2011-03-31,"Opotiki District","TA",0.7985,0.8989,0.9725
2011-03-31,"Otorohanga District","TA",0.8527,0.9599,0.9675
2011-03-31,"Palmerston North City","TA",0.8941,1.0066,1.0008
2011-03-31,"Porirua City","TA",0.8912,1.0033,1.0233
2011-03-31,"Queenstown Lakes District","TA",0.8614,0.9698,1.0023
2011-03-31,"Rangitikei District","TA",0.9116,1.0263,1.0081
2011-03-31,"Rotorua District","TA",0.8644,0.9732,1.0014
2011-03-31,"Ruapehu District","TA",0.91,1.0245,1.0254
2011-03-31,"Selwyn District","TA",0.9601,1.0808,1.0875
2011-03-31,"South Taranaki District","TA",0.899,1.0121,1.0372
2011-03-31,"South Waikato District","TA",0.8488,0.9555,0.9812
2011-03-31,"South Wairarapa District","TA",0.8807,0.9914,0.957
2011-03-31,"Southland District","TA",0.9306,1.0477,0.9984
2011-03-31,"Stratford District","TA",0.8462,0.9526,0.9792
2011-03-31,"Tararua District","TA",0.8313,0.9359,1.0097
2011-03-31,"Tasman District","TA",0.8665,0.9755,1.0043
2011-03-31,"Taupo District","TA",0.8711,0.9807,1.0143
2011-03-31,"Tauranga City","TA",0.8717,0.9813,0.9928
2011-03-31,"Thames Coromandel District","TA",0.8681,0.9773,0.9973
2011-03-31,"Timaru District","TA",0.8907,1.0027,1.0338
2011-03-31,"Upper Hutt City","TA",0.8766,0.9869,0.997
2011-03-31,"Waikato District","TA",0.8085,0.9102,0.9992
2011-03-31,"Waimakariri District","TA",0.9567,1.077,1.0586
2011-03-31,"Waimate District","TA",0.8892,1.0011,0.9903
2011-03-31,"Waipa District","TA",0.8825,0.9935,1.0134
2011-03-31,"Wairoa District","TA",0.9208,1.0366,0.9796
2011-03-31,"Waitaki District","TA",0.9007,1.014,1.0215
2011-03-31,"Waitomo District","TA",0.8055,0.9068,0.9327
2011-03-31,"Wellington City","TA",0.8868,0.9983,1.0015
2011-03-31,"Western Bay of Plenty District","TA",0.8208,0.924,0.9538
2011-03-31,"Westland District","TA",0.8255,0.9294,1.0281
2011-03-31,"Whakatane District","TA",0.8545,0.9619,0.9261
2011-03-31,"Whanganui District","TA",0.8461,0.9525,1.0168
