Year,govt_Housing_Affordability_Indices_Area_Name,govt_Housing_Affordability_Indices_Category,govt_Housing_Affordability_Indices_Mortgage Affordability Index,govt_Housing_Affordability_Indices_Deposit Affordability Index,govt_Housing_Affordability_Indices_Rent Affordability Index,govt_Banks_Mortgage_Rates_Category,govt_Banks_Mortgage_Rates_Floating rate,govt_Banks_Mortgage_Rates_2 year fixed rate,govt_House_Price_Index_Category,govt_House_Price_Index_House prices (annual % change),govt_Value_of_Housing_Stock_Category,govt_Value_of_Housing_Stock_House values,figure_Category,figure_Auckland,figure_Christchurch,figure_Wellington,infometrics_avg_quarterly_income_change_Category,infometrics_avg_quarterly_income_change_nz_change,infometrics_avg_quarterly_income_change_wlg_change,infometrics_avg_quarterly_income_change_akl_change,infometrics_avg_quarterly_income_change_chc_change,infometrics_avg_quarterly_income_Category,infometrics_avg_quarterly_income_nz_level,infometrics_avg_quarterly_income_wlg_level,infometrics_avg_quarterly_income_akl_level,infometrics_avg_quarterly_income_chc_level,infometrics_avg_house_price_wide_Category,infometrics_avg_house_price_wide_...1,infometrics_avg_house_price_wide_Christchurch City Level,infometrics_avg_house_price_wide_Christchurch City % Change,infometrics_avg_house_price_wide_Christchurch City Absolute change,infometrics_avg_house_price_wide_Auckland Level,infometrics_avg_house_price_wide_Auckland % Change,infometrics_avg_house_price_wide_Auckland Absolute change,infometrics_avg_house_price_wide_Wellington City Level,infometrics_avg_house_price_wide_Wellington City % Change,infometrics_avg_house_price_wide_Wellington City Absolute change,infometrics_avg_house_price_wide_Metro areas Level,infometrics_avg_house_price_wide_Metro areas % Change,infometrics_avg_house_price_wide_Metro areas Absolute change,infometrics_avg_house_price_wide_Rural areas Level,infometrics_avg_house_price_wide_Rural areas % Change,infometrics_avg_house_price_wide_Rural areas Absolute change,rbnz_Category,rbnz_house_price_annual_pct_change,rbnz_house_value_index,rbnz_debt_servicing_pct,rbnz_floating_rate,rbnz_two_year_fixed_rate,rbnz_cpi_annual_pct_change,rbnz_unemployment_rate,statsnz_Category,statsnz_official_cash_rate,statsnz_rent_auckland,statsnz_rent_canterbury,statsnz_rent_wellington,statsnz_consents_auckland,statsnz_consents_canterbury,statsnz_consents_wellington,statsnz_population_auckland,statsnz_population_canterbury,statsnz_population_wellington,statsnz_rent_yoy_auckland,statsnz_rent_yoy_canterbury,statsnz_rent_yoy_wellington,statsnz_rent_index_auckland,statsnz_rent_index_canterbury,statsnz_rent_index_wellington,statsnz_consents_per_1000_auckland,statsnz_consents_per_1000_canterbury,statsnz_consents_per_1000_wellington,statsnz_mortgage_Auckland,statsnz_mortgage_Canterbury,statsnz_mortgage_New_Zealand,statsnz_mortgage_Wellington,statsnz_deposit_Auckland,statsnz_deposit_Canterbury,statsnz_deposit_New_Zealand,statsnz_deposit_Wellington,statsnz_rent_Auckland,statsnz_rent_Canterbury,statsnz_rent_New_Zealand,statsnz_rent_Wellington
2022,Waimate District,Canterbury Rural,0.614075,0.5882000000000001,0.80035,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Waipa District,Other,0.5464,0.5265,0.913475,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Wairoa District,Other,0.6169,0.5932,0.713,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Waitaki District,Other,0.646725,0.621325,0.894,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Waitomo District,Other,0.520075,0.500975,0.8055,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Wellington,Wellington Rural,0.652475,0.630425,1.0059,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Wellington City,Wellington Urban,0.6831499999999999,0.6605,1.012175,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,West Coast,Other,0.7613,0.730375,0.923775,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Western Bay of Plenty District,Other,0.61695,0.594325,0.89785,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Westland District,Other,0.76235,0.730025,0.943875,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Whakatane District,Other,0.61485,0.59145,0.868375,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Whanganui District,Other,0.5188,0.500375,0.707125,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2022,Whangarei District,Other,0.63995,0.617075,0.85705,National,6.105,5.8225,National,1.0749999999999997,National,1660763,National,3.45,3.2,2.825,National,4238.7095890410965,5151.815068493151,4641.487671232877,3793.449315068493,National,120166.76301369863,135883.48082191782,145157.8684931507,108014.80547945204,National,18,758913,26.8,160225,1446245,13.5,171782,1210828,7,79267,1186522,12,126744,478171,24.8,95075,National,1.0749999999999997,1660763,6.375,6.105,5.8225,7.15,3.3,National,2.395,596.75,471,587.25,20603.25,4694.5,1108.25,1694400,397400,208200,1.65,8.75,4.075,113.675,123.30000000000001,125.475,12.1625,11.815000000000001,5.3225,0.62175,0.7479,0.6401749999999999,0.652475,0.600175,0.7199,0.617475,0.630425,1.109275,1.044625,1.0384,1.0059
2023,Ashburton District,Canterbury Rural,0.6168,0.753775,0.9760500000000001,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Auckland,Auckland Urban,0.569225,0.695525,1.1173375,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Bay of Plenty,Other,0.569325,0.6958,0.8977999999999999,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Buller District,Other,0.55955,0.68365,0.8081,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Canterbury,Canterbury Rural,0.62835,0.7677499999999999,1.0348,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Carterton District,Wellington Rural,0.473075,0.578075,0.7433000000000001,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Central Hawkes Bay District,Other,0.487675,0.596125,0.657875,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Central Otago District,Other,0.4931,0.60235,0.86105,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Christchurch City,Canterbury Urban,0.624875,0.763425,1.01635,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Clutha District,Other,0.475825,0.5811999999999999,0.8005,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Dunedin City,Other,0.5592250000000001,0.683225,1.0277,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Far North District,Other,0.595175,0.72715,0.8813,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Gisborne,Other,0.5351,0.65415,0.803625,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Gisborne District,Other,0.5351,0.65415,0.803625,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Gore District,Other,0.5657,0.691325,0.730725,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Grey District,Other,0.6261749999999999,0.76445,0.977075,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Hamilton City,Other,0.532725,0.6508750000000001,0.98255,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
2023,Hastings District,Other,0.52885,0.64625,0.937975,National,8.351666666666667,7.283333333333333,National,-6.325,National,1587321.75,National,3.8,3.425,3.125,National,6529.058237892058,6814.302960550939,7743.4328729695335,5017.364061681264,National,126692.41342914889,142694.10829777678,152897.5956284153,113029.39857025226,National,19,709252,-6.5,-49661,1237941,-14.4,-208304,1002727,-17.2,-208101,1010021,-14.9,-176501,441186,-7.7,-36985,National,-6.325,1587321.75,8.525,8.351666666666667,7.283333333333333,5.75,3.725,National,5.25,636,513.5,607,16102.25,4144.25,628,1755200,407700,209800,6.6000000000000005,9.024999999999999,3.375,121.125,134.425,129.725,9.17,10.165000000000001,2.9975,0.56825,0.62835,0.57485,0.6047,0.6943250000000001,0.7677499999999999,0.702425,0.73905,1.117175,1.0348,1.046575,1.060875
