"","Year","City","Region_Category","Mortgage_Index","Deposit_Index","Rent_Index","Mortgage_Floating_Rate","Mortgage_2yr_Fixed_Rate","HPI_Annual_Change","HVS_House_Values","RBNZ_House_Price_Change","RBNZ_House_Value_Index","RBNZ_Debt_Servicing_Pct","RBNZ_Floating_Rate","RBNZ_2yr_Fixed_Rate","RBNZ_CPI_Change","RBNZ_Unemployment_Rate","Avg_House_Price_Level","Avg_House_Price_Change","Avg_House_Price_Abs_Change","Unemployment_Rate","Income_Level","Income_Quarterly_Change","Consents_Per_1000","log_price"
"21",2015,"Horowhenua District","Other",0.653973782555002,2.02481315015075,1.11965261423506,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"22",2015,"Hurunui District","Canterbury Rural",0.300618540047173,1.41197524774328,0.327439151985246,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,449679,2.7,11802,-1.47332847058278,-1.81533164692494,1898.45719489982,NA,13.0162892738699
"23",2015,"Hutt City","Wellington Urban",0.534727570336538,1.81891000752948,1.04460081254823,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,524787,3.2,16040,2.13389008085926,-1.18487124741078,2450.45719489982,NA,13.1707477449637
"24",2015,"Invercargill City","Other",0.601015224690538,1.93663853939101,0.900215441684056,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"25",2015,"Kaikoura District","Other",0.370126647244283,1.52450748578472,1.0460303706756,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"26",2015,"Kaipara District","Other",0.158113501739585,1.16791182238069,0.793951620883029,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"27",2015,"Kapiti Coast District","Wellington Rural",0.419954209289058,1.61544262763638,0.726524129208835,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,524787,3.2,16040,2.13389008085926,-1.18487124741078,2450.45719489982,NA,13.1707477449637
"28",2015,"Kawerau District","Other",0.740031439084757,2.18963309475689,0.751064877061987,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"29",2015,"MacKenzie District","Canterbury Rural",0.184503323648398,1.21013170966896,1.17040192775662,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,449679,2.7,11802,-1.47332847058278,-1.81533164692494,1898.45719489982,NA,13.0162892738699
"30",2015,"Manawatu District","Other",0.605577532884943,1.94735589539496,0.504466100090994,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"31",2015,"Manawatu-Wanganui","Other",0.590459295927013,1.91650290083814,0.800146372768291,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"32",2015,"Marlborough","Other",0.487762633041193,1.73820506913613,0.731289322966728,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"33",2015,"Marlborough District","Other",0.487762633041193,1.73820506913613,0.731527582654622,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"34",2015,"Masterton District","Wellington Rural",0.718651210487448,2.13750777237406,0.551403258606246,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,524787,3.2,16040,2.13389008085926,-1.18487124741078,2450.45719489982,NA,13.1707477449637
"35",2015,"Matamata Piako District","Other",0.264120074491934,1.35497839990411,0.598340417121498,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"36",2015,"Napier City","Other",0.43444624708305,1.64613323801132,1.06961807977717,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"37",2015,"Nelson","Other",0.394369500591022,1.57711996071318,1.131089079254,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"38",2015,"Nelson City","Other",0.394369500591022,1.57711996071318,1.13204211800558,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"39",2015,"New Plymouth District","Other",0.226637581679078,1.28450366496907,0.828737535315654,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"40",2015,"New Zealand","Other",-0.246142787094056,0.460566326120243,0.641465420630436,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"41",2015,"Northland","Other",0.432388735544397,1.64662039055695,0.853278283168803,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"42",2015,"Opotiki District","Other",0.69995469259273,2.11298776091049,0.953823871460359,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"43",2015,"Otago","Other",0.20481006796467,1.24829199241029,1.336945449595,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"44",2015,"Otorohanga District","Other",0.573999203617787,1.89636726228527,0.667197466923061,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"45",2015,"Palmerston North City","Other",0.45824181531269,1.68591736257142,0.638844564063592,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"46",2015,"Porirua City","Wellington Urban",0.57900879692929,1.89864064083156,1.26594406260239,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,524787,3.2,16040,2.13389008085926,-1.18487124741078,2450.45719489982,NA,13.1707477449637
"47",2015,"Queenstown Lakes District","Other",0.200068845723426,1.23952324658888,0.590716107108867,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"48",2015,"Rangitikei District","Other",1.05509907556895,2.72907334695552,1.10964570734348,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"49",2015,"Rotorua District","Other",0.513436798762648,1.78968085479145,0.667197466923061,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"50",2015,"Ruapehu District","Other",1.24108022725852,3.049132569437,1.08272236261138,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"51",2015,"Selwyn District","Canterbury Rural",0.0926309605963622,1.04011547124273,0.874245135703537,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,449679,2.7,11802,-1.47332847058278,-1.81533164692494,1898.45719489982,NA,13.0162892738699
"52",2015,"South Taranaki District","Other",0.606024818002041,1.93907430211918,1.16134805961663,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"53",2015,"South Waikato District","Other",0.606114275025461,1.95823563558078,0.51137563103994,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"54",2015,"South Wairarapa District","Wellington Rural",0.863303217357108,2.38757941246614,1.51087502175812,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,524787,3.2,16040,2.13389008085926,-1.18487124741078,2450.45719489982,NA,13.1707477449637
"55",2015,"Southland","Other",0.705053742927653,2.11753451800307,1.05651379694297,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"56",2015,"Southland District","Other",0.922702680907791,2.49215482559555,1.72530874086333,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"57",2015,"Stratford District","Other",0.525245125854049,1.80250920515981,0.788471648061451,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"58",2015,"Taranaki","Other",0.273155233857324,1.36439668245304,0.875198174455116,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"59",2015,"Tararua District","Other",0.646727763658007,2.01539486760183,1.32765332176711,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"60",2015,"Tasman","Other",0.426663486045536,1.62989481982352,0.944055224256678,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"61",2015,"Tasman District","Other",0.426663486045536,1.62989481982352,0.942149146753519,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"62",2015,"Taupo District","Other",0.646638306634587,2.0192920879669,0.800384632456185,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"63",2015,"Tauranga City","Other",0.104707658758022,1.08314727944039,0.397487500226283,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"64",2015,"Thames Coromandel District","Other",0.392580360122628,1.57663280816755,0.619783789032018,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"65",2015,"Timaru District","Canterbury Rural",0.068567021296462,1.00520287213896,0.348644264207874,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,449679,2.7,11802,-1.47332847058278,-1.81533164692494,1898.45719489982,NA,13.0162892738699
"66",2015,"Upper Hutt City","Wellington Urban",0.610139841079348,1.94897973721374,1.09677968419717,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,524787,3.2,16040,2.13389008085926,-1.18487124741078,2450.45719489982,NA,13.1707477449637
"67",2015,"Waikato","Other",0.153103908428082,1.16466413874313,0.687926059769896,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"68",2015,"Waikato District","Other",0.0275957045702375,0.949829866118573,0.86376170943617,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"69",2015,"Waimakariri District","Canterbury Rural",0.233883600576074,1.29083664806231,0.829690574067232,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,449679,2.7,11802,-1.47332847058278,-1.81533164692494,1898.45719489982,NA,13.0162892738699
"70",2015,"Waimate District","Canterbury Rural",0.0937939019008184,1.04774752779099,-0.618690068644524,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,449679,2.7,11802,-1.47332847058278,-1.81533164692494,1898.45719489982,NA,13.0162892738699
"71",2015,"Waipa District","Other",0.0464711365117954,0.975486566855293,0.645515835324645,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"72",2015,"Wairoa District","Other",1.13632605283404,2.86076691845855,0.411306562124174,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"73",2015,"Waitaki District","Other",0.490088515650105,1.74226467368308,0.6698183234899,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"74",2015,"Waitomo District","Other",0.383724114804078,1.54399358761007,0.848989608786701,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"75",2015,"Wellington","Wellington Rural",0.49456136682109,1.74940957768571,1.17897927652083,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,524787,3.2,16040,2.13389008085926,-1.18487124741078,2450.45719489982,NA,13.1707477449637
"76",2015,"Wellington City","Wellington Urban",0.413066018485741,1.60846010781563,1.23258770629713,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,524787,3.2,16040,2.13389008085926,-1.18487124741078,2450.45719489982,NA,13.1707477449637
"77",2015,"West Coast","Other",0.66354568406091,2.03390666433592,1.85039507700804,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"78",2015,"Western Bay of Plenty District","Other",0.311263925834118,1.43763194848,0.655522742216219,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"79",2015,"Westland District","Other",0.563264360807422,1.86048035809024,0.326247853545774,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"80",2015,"Whakatane District","Other",0.602893822182352,1.94329629084801,0.709845951056209,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"81",2015,"Whanganui District","Other",0.727417998782579,2.15537003238064,1.05079556443349,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"82",2015,"Whangarei District","Other",0.332375783361168,1.4744931577663,0.721044156387258,6.275,5.6225,12.4,837014,12.4,837014,10.025,6.275,5.6225,0.3,5.425,586025.666666667,7.46666666666667,46239.6666666667,1.00663428353362,-1.2038125049614,3191.33090467517,NA,13.2811188673724
"83",2016,"Ashburton District","Canterbury Rural",0.363775198581484,0.926121775564389,0.489217480065734,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,472184,5,22505,-1.28545250436184,-1.7037300772558,2061.49477505801,NA,13.065124019112
"84",2016,"Auckland","Auckland Urban",-0.702820891651643,-0.765353054967508,0.436204699509168,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,895381,14.3,111770,1.64541256868482,-0.268673770245423,6219.48269518677,NA,13.7050046049972
"85",2016,"Bay of Plenty","Other",-0.00532448004821342,0.341701104985567,0.0779812587595186,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,655266.333333333,11.1,69240.6666666667,0.706032737580119,-0.988430605249421,3911.18275756668,NA,13.3927970477477
"86",2016,"Buller District","Other",0.757475558651599,1.55016418652144,3.25993939059296,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,655266.333333333,11.1,69240.6666666667,0.706032737580119,-0.988430605249421,3911.18275756668,NA,13.3927970477477
"87",2016,"Canterbury","Canterbury Rural",0.384260856944596,0.958436227758106,0.798240295265134,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,472184,5,22505,-1.28545250436184,-1.7037300772558,2061.49477505801,NA,13.065124019112
"88",2016,"Carterton District","Wellington Rural",0.267072156264784,0.773643028780973,0.0265171661742672,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,598234,14,73447,1.75813814841738,-0.992887968247044,3452.57080245527,NA,13.301737260741
"89",2016,"Central Hawkes Bay District","Other",0.703443516506099,1.46572441194489,-0.0528233098946613,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,655266.333333333,11.1,69240.6666666667,0.706032737580119,-0.988430605249421,3911.18275756668,NA,13.3927970477477
"90",2016,"Central Otago District","Other",0.201321244051302,0.669067615651559,0.0358092940021592,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,655266.333333333,11.1,69240.6666666667,0.706032737580119,-0.988430605249421,3911.18275756668,NA,13.3927970477477
"91",2016,"Christchurch City","Canterbury Urban",0.268950753756598,0.775591638963509,0.649089730643065,5.69916666666667,5.09583333333333,14.2,970210.75,14.2,970210.75,8.95,5.69916666666667,5.09583333333333,0.625,5.175,472184,5,22505,-1.28545250436184,-1.7037300772558,2061.49477505801,NA,13.065124019112
